CS(=O)(=O)Cl.OCCCBr	CS(=O)(=O)OCCCBr
COc1nc(Br)ccc1N.[I-]	COc1nc(I)ccc1N
CCCI.Oc1ccc(I)nc1Br	CCCOc1ccc(I)nc1Br
C=Cc1ccc(Br)cc1Cl	CCc1ccc(Br)cc1Cl
BrBr.Cc1ccccc1SC1CC1	Cc1cc(Br)ccc1SC1CC1
OCCCBr.Oc1ccc(Br)cc1	OCCCOc1ccc(Br)cc1
CI.OCCCCc1ccc(Br)cc1	COCCCCc1ccc(Br)cc1
CC[S-].Fc1ccc(Br)cc1Cl	CCSc1ccc(Br)cc1Cl
Brc1ccc(Br)c2nsnc12	Nc1c(Br)ccc(Br)c1N
Br.OCCc1ccc(Cl)cc1	Clc1ccc(CCBr)cc1
Br.CC(O)c1ccc(Cl)cc1	Clc1ccc(CCBr)cc1
Nc1ccc(Br)cc1F.O=N[O-]	NNc1ccc(Br)cc1F
COc1nc(Br)ccc1N.O=CO	COc1nc(Br)ccc1NC=O
NS(=O)(=O)C1COCCC1=O	NS(=O)(=O)C1COCCC1O
NC(=O)c1ccc(Br)cn1	N#Cc1ccc(Br)cn1
Oc1c(Br)cnc2ccccc12	Oc1ccnc2ccccc12
CCOC(=O)c1cnn(C)c1Br	Cn1ncc(CO)c1Br
Cc1nc(Br)cc(Br)c1O	Cc1nc(Br)ccc1O
CC(C)(CO)NCc1ccccc1	CC(C)(CO)NCc1ccccc1
Cn1ccc2cc(C#N)cnc21	Cn1ccc2cc(CN)cnc21
CCOC(=O)Cc1ccccn1	O=C(O)Cc1ccccn1
CCCCB(O)O.OCCNCCO	CCCCB1OCCNCCO1
CCCCB(O)O.OCCNCCO	CCCCB1OCCNCCO1
CCCCB(O)O.OCCNCCO	CCCCB1OCCNCCO1
C1CCC2OC2C1.C=CCCO	C=CCCOC1CCCCC1O
C=CCCOC1CCCCC1=C	C1=C2CCCCC2OCC1
C=CCOCC1CCCCC1=C	C1=C2CCCCC2COC1
C=CCCCC1CCOCC1=C	C1=C2COCCC2CCC1
C=CCO.O=C1CCOCC1	C=CCC1COCCC1=O
C=CCCCC1COCCC1=C	C1=C2CCOCC2CCC1
C1=COCCC1.Cc1cc[nH]n1	Cc1ccn(C2CCCCO2)n1
CCCC=O.OCCCO	CCCC1OCCCO1
CCCC=O.OCCCO	CCCC1OCCCO1
O=C1Nc2ccccc2C12CCC2	c1ccc2c(c1)NCC21CCC1
CC=O.O=C1Cc2ccccc2N1	CC=C1C(=O)Nc2ccccc21
CC=C1C(=O)Nc2ccccc21	CCC1CNc2ccccc21
C=NCC(C)(C)c1ccsc1	CC1(C)CNCc2cscc21
OCc1cncc2ccccc12	OCC1CNCc2ccccc21
CCCCCCN(CCC#N)CCC#N	CCCCCCN(CCCN)CCCN
N#CC1(c2ccccc2)CC1	NCC1(c2ccccc2)CC1
CC#N.c1ccc[cH+]cc1	N#CCC1C=CC=CC=C1
N#CCC1C=CC=CC=C1	NCCC1C=CC=CC=C1
CC12CCCCC1O2.[NH4+]	CC1(O)CCCCC1N
Brc1cnc2cc[nH]c2c1.CI	Cn1ccc2ncc(Br)cc21
CC(=O)c1ccc(F)nc1.NO	CC(=NO)c1ccc(F)nc1
CCCBr.O=c1cc(I)cc[nH]1	CCCn1ccc(I)cc1=O
CC[O-].Clc1cc(I)ccn1	CCOc1cc(I)ccn1
Brc1ccc(Br)nc1.COCCO	COCCOc1ccc(Br)cn1
CC(C#N)c1ccc(Br)cc1	CC(CN)c1ccc(Br)cc1
NC(=O)Cc1ccc(Cl)nc1	NCCc1ccc(Cl)nc1
COC(=O)c1ccc(C#N)nc1	N#Cc1ccc(CO)cn1
N#CCC#N.Nc1ccccc1S	N#CCc1nc2ccccc2s1
CC(C)(C)[C@H](N)C(=O)O	CC(C)(C)[C@H](N)C(=O)O
CCCCN.Fc1cc(Br)ccn1	CCCCNc1cc(Br)ccn1
O=C(OCI)c1ccc(F)cc1	O=C(OCI)c1ccccc1
COc1cc(C(C)=O)ccc1O	CC(=O)c1ccccc1
CC(C)=O.O=Cc1ccccc1O	CC(=O)C=Cc1ccccc1O
BrCCCBr.SC1=NCCCN1	C1CN=C2SCCCN2C1
O=C1CCCCCN1.[OH-]	NCCCCCC(=O)O
COC(=O)CBr.NC1CCCC1	COC(=O)CNC1CCCC1
COC(=O)c1ccc(C)nc1OC	COc1nc(C)ccc1CO
COC(=O)c1cccc(OC)n1	COc1cccc(CO)n1
CCO.O=C(O)c1ccn[nH]1	CCOC(=O)c1ccn[nH]1
CCn1ccc(C(=O)O)n1	CCn1ccc(CO)n1
O=Cc1ccc(F)cn1	OCc1ccc(F)cn1
Cc1c(Br)cnc2nccnc12	Cc1c(Br)cnc2c1NCCN2
CO[C@H]1CCNC[C@@H]1C	CO[C@@H]1CCNC[C@H]1C
O=C1CN[C@@H]2CCC[C@H]2N1	C1C[C@H]2NCCN[C@@H]2C1
CCC1C=C(C(=O)OC)CC1	CCC1CCC(C(=O)OC)C1
CCC1CCC(C(=O)OC)C1	CCC1CCC(CO)C1
Cc1c(N)cccc1Cl.N#C[S-]	Cc1c(N)ccc(SC#N)c1Cl
COC(=O)c1ccn2ncnc2c1	O=C(O)c1ccn2ncnc2c1
COC(=O)c1cnc2nccn2c1	O=C(O)c1cnc2nccn2c1
COCCl.O=Cc1ccc(O)cc1	COCOc1ccc(C=O)cc1
CC(=O)CO.NOC1CCCCO1	CC(CO)=NOC1CCCCO1
O=Cc1ccc(O)c(Cl)c1	OCc1ccc(O)c(Cl)c1
CN(C)C=O.COCc1cccs1	COCc1ccc(C=O)s1
COCc1ccc(C=O)s1	COCc1ccc(CO)s1
CI.OCc1cnc(Br)s1	COCc1cnc(Br)s1
COC(=O)c1coc(CCl)n1	OCc1coc(CCl)n1
COCc1nc(C(=O)OC)co1	COCc1nc(CO)co1
CCI.OCc1coc(CCl)n1	CCOCc1coc(CCl)n1
Nc1ncccc1C(=O)O	Nc1ncccc1CO
Nc1ncccc1C(=O)O	Nc1ncccc1CO
CC(C)=O.Clc1ncccn1	CC(=O)Cc1ncccn1
Br.OCc1cc2ccccc2s1	BrCc1cc2ccccc2s1
COC(=O)c1ccccc1SC	Oc1csc2ccccc12
NC1=NN(c2ccccc2)CC1	Nc1ccn(-c2ccccc2)n1
O=C1C=C(C(=O)[O-])CO1	O=C1CC(C(=O)O)CO1
BrCCBr.COC(=O)CC(C)=O	COC(=O)C1(C(C)=O)CC1
N#Cc1ccc(CCl)cc1.[I-]	N#Cc1ccc(CI)cc1
ON=C1CC2CCCC(C1)C2	NC1CC2CCCC(C1)C2
O=C(O)CCCOc1ccccc1	O=C1CCCOc2ccccc21
O=C(OO)c1cccc(Cl)c1	O=C(O)c1cccc(Cl)c1
CN(C)C=O.Cc1ncccc1Br	Cc1ncccc1C=O
BrCCCCBr.Brc1ccsc1	BrCCCCc1ccsc1
NCCO.O=S1(=O)C=CCC1	O=S1(=O)CCC(NCCO)C1
C#CCOCCOCCN=[N+]=[N-]	C#CCOCCOCCN
Cc1cc(C=O)ccc1Br.NO	Cc1cc(C=NO)ccc1Br
Cc1ccc(N)cc1.II	Cc1ccc(N)c(I)c1
Br.Cc1ccc(N)c(I)c1	Cc1ccc(Br)c(I)c1
CCC(=O)Cl.Ic1ccccc1	CCC(=O)c1ccc(I)cc1
CC(C)Br.OC1CCNCC1	CC(C)N1CCC(O)CC1
CC(C)c1csc(N)n1.[Cl-]	CC(C)c1csc(Cl)n1
COc1c(Cl)cccc1CC#N	COc1c(Cl)cccc1CCN
N=CN.O=C(CBr)C1CCC1	c1nc(C2CCC2)c[nH]1
COC(=O)c1ccc(C)nc1	COC(=O)C1CCC(C)NC1
CCO.O=C(O)c1ccncc1Br	CCOC(=O)c1ccncc1Br
N#CCCl.NCCc1ccccc1	N#CCNCCc1ccccc1
II.OCCc1ccc(Br)cc1	Brc1ccc(CCI)cc1
Cc1cc(Br)ccc1CC(=O)O	Cc1cc(Br)ccc1CCO
O=C(O)Cc1ccc(Br)cc1F	OCCc1ccc(Br)cc1F
II.OCCc1ccc(Br)nc1	Brc1ccc(CCI)cn1
CCCCS.Clc1ccc(Br)cn1	CCCCSc1ccc(Br)cn1
Fc1ccc(Br)cn1.SC1CC1	Brc1ccc(SC2CC2)nc1
FC(F)(Br)Br.Sc1ccccc1	FC(F)(Br)Sc1ccccc1
NCCCCCCCCCCC(=O)O	CCCCCCCCCCCN
COC=C1CC2CCCC(C1)S2	O=CC1CC2CCCC(C1)S2
C#CCCC(=O)O.OCCNCCO	C#CCCC(=O)N(CCO)CCO
C=CCN.Nc1c(Cl)ncnc1Cl	C=CCNc1ncnc(Cl)c1N
CCOC(=O)Cc1cccnc1	OCCc1cccnc1
Nc1ccnc(Cl)c1.[I-]	Nc1ccnc(Cl)c1I
CNC.O=S(=O)(Cl)CCCCl	CN(C)S(=O)(=O)CCCCl
OC1CCc2c1ccc(F)c2Br	Fc1ccc2c(c1Br)CC=C2
Cc1nc(Cl)c2cn[nH]c2n1	Cc1ncc2cn[nH]c2n1
CC[Zn]CC.O=Cc1ccccc1	CC[C@@H](O)c1ccccc1
CC[Zn]CC.O=Cc1ccccc1	CC[C@@H](O)c1ccccc1
Cc1ccc(F)nc1.II	Cc1cnc(F)c(I)c1
BrBr.CCOC(=O)c1ccoc1	CCOC(=O)c1coc(Br)c1
CC(C)OC(=O)OCCCl.[I-]	CC(C)OC(=O)OC(C)I
BrCCCBr.CCOC(=O)C(C)C	CCOC(=O)C(C)(C)CCCBr
C=CCO.Clc1ccccc1I	O=CC=Cc1ccccc1Cl
COc1cccnc1[N+](=O)[O-]	COc1cccnc1N
C[O-].Nc1ncc(Br)nc1Br	COc1nc(Br)cnc1N
FC(F)Oc1cccnc1Br.[NH4+]	Nc1ncccc1OC(F)F
C=C(CC(C)C)C(=O)OCC	C=C(CC(C)C)C(=O)O
Cc1c(O)ccc(C=O)c1O	Cc1ccc(O)c(C)c1O
Cc1cc(C(=O)O)ccc1Br	Cc1cc(CO)ccc1Br
CC(=O)O.NCc1ccccc1	CC(=O)NCc1ccccc1
N[C@H](C(=O)O)C1CCCC1	N[C@H](CO)C1CCCC1
NC(C(=O)O)c1ccccc1Br	NC(CO)c1ccccc1Br
Brc1cncc(Br)c1.C#CCC	CCC#Cc1cncc(Br)c1
CC(C)N.CN(C)CCCl	CC(C)NCCN(C)C
CC(C)(C)N.CN(C)CCCl	CN(C)CCNC(C)(C)C
CCC(C)(C)N.CCN(C)C	CCC(C)(C)NCCN(C)C
C=CCO.FC(F)(F)I.[I-]	OCC(I)CC(F)(F)F
COC=Cc1c(C)cccc1C	Cc1cccc(C)c1CC=O
BrBr.Cc1cccc(C)c1CC=O	Cc1cccc(C)c1C(Br)C=O
CC(=O)CCc1ccccc1.O	C=CCC(O)c1ccccc1
CI.COc1ccc[nH]c1=O	COc1cccn(C)c1=O
COc1cccn(C)c1=O	Cn1cccc(O)c1=O
C#CCBr.COc1ccc[nH]c1=O	C#CCn1cccc(OC)c1=O
CCc1cnc(Cl)nc1Cl.C[S-]	CSc1ccnc(Cl)n1
BrCCCCBr.O=C1CCCCC1	O=C1CCCCC12CCCC2
CO.Nc1ccncc1C(=O)O	COC(=O)c1cnccc1N
CC1=NCCSc2ccccc21	CC1NCCSc2ccccc21
C=CC#N.OCc1ccccc1	N#CCCOCc1ccccc1
COC(=O)COc1ccccc1C#N	O=C1COc2ccccc2CN1
O=C1COc2ccccc2CN1	c1ccc2c(c1)CNCCO2
CCCCCBr.N#CCc1ccccc1	CCCCCC(C#N)c1ccccc1
CCCCCCCCO.COc1ccsc1	CCCCCCCCOc1ccsc1
Brc1ccc(Br)s1.O=C=O	O=C(O)c1ccc(Br)s1
CCCCCC(=O)O.OCC1CC1	CCCCCC(=O)OCC1CC1
C#Cc1ccc(OC)cc1	CCc1ccc(OC)cc1
CC(=O)c1ccccc1	CC(O)c1ccccc1
OCC=Cc1ccccc1	OCCCc1ccccc1
COC(=O)C1CCOC1.NN	NNC(=O)C1CCOC1
CO.O=C(O)CC1CCOC1	COC(=O)CC1CCOC1
COC(=O)CC1CCOC1.NN	NNC(=O)CC1CCOC1
CCOC(=O)C(=O)OCC.NN	CCOC(=O)C(=O)NN
CCOC(=O)C(=O)NN.CNC	CN(C)C(=O)C(=O)NN
COC(=O)C1CCOCC1.NN	NNC(=O)C1CCOCC1
CCOC(=O)CC1CCCO1.NN	NNC(=O)CC1CCCO1
COC(=O)CCN(C)C.NN	CN(C)CCC(=O)NN
C=CCC(O)CC=C.CI	C=CCC(CC=C)OC
C=CCBr.C=CCC(C)O	C=CCOC(C)CC=C
OCCBr.Oc1ccc(S)cc1	OCCSc1ccc(O)cc1
N#CC1(C(=O)NCCN)CCC1	NCCNCC1(CN)CCC1
CCCBr.Oc1ccc(Br)nc1	CCCOc1ccc(Br)nc1
COc1cc(Cl)ccc1Cl.N	COc1cc(N)ccc1Cl
CCCO.Clc1cc(I)ccn1	CCCOc1cc(I)ccn1
CCCBr.O=c1cc(I)cc[nH]1	CCCn1ccc(I)cc1=O
CC(C)O.Ic1ccc(I)nn1	CC(C)Oc1ccc(I)nn1
Brc1ccc(Br)nc1.COCCO	COCCOc1ccc(Br)cn1
Brc1cccc(Br)c1.C1CNC1	Brc1cccc(N2CCC2)c1
Brc1cnc(Br)s1.C1CCNC1	Brc1cnc(N2CCCC2)s1
COCCl.Oc1cc(Br)ccc1F	COCOc1cc(Br)ccc1F
O=C1CC2CCCc3cccc1c32	OC1CC2CCCc3cccc1c32
BrBr.O=C1C=Cc2ccccc21	O=C1C(Br)=Cc2ccccc21
BrCc1cc(Br)ccn1.CS[Na]	CSCc1cc(Br)ccn1
O=CCCCCCCCCBr.OCCO	BrCCCCCCCCC1OCCO1
N#Cc1cccnc1N.S	Nc1snc2ncccc12
CCOC(=O)Cc1ncccn1	O=C(O)Cc1ncccn1
CCOC(=O)Cc1ccncn1	O=C(O)Cc1ccncn1
O=c1ccoc2cc(O)ccc12	Oc1ccc2c(c1)OCCC2
CCI.O=C1NCCc2cncn21	CCN1CCc2cncn2C1=O
CN.Clc1nccnc1Cl	CNc1nccnc1Cl
CC(C)N.Clc1nccnc1Cl	CC(C)Nc1nccnc1Cl
CCNc1ncccc1[N+](=O)[O-]	CCNc1ncccc1N
CN.Fc1ncccc1I	CNc1ncccc1I
CNc1ncccc1[N+](=O)[O-]	CNc1ncccc1N
COc1cnnc(Cl)c1OC	COc1cnnc(Cl)c1O
ClCCBr.c1cn2cc[nH]c2n1	ClCCn1ccn2ccnc12
C#C[Mg]Cl.O=C1CCOCC1	C#CC1(O)CCOCC1
COc1ccc(CCC(=O)O)cc1	COc1ccc(CCC=O)cc1
CO.Nc1cc(Cl)nc(Cl)c1	COc1cc(N)cc(Cl)n1
CC(O)c1cccc(Br)c1.CI	COC(C)c1cccc(Br)c1
Nc1cc(Br)ccc1Br.[I-]	Brc1ccc(Br)c(I)c1
COc1c(Cl)nc(Cl)nc1Cl	Oc1c(Cl)nc(Cl)nc1Cl
N#Cc1cc(I)cnc1Cl.NN	Nc1n[nH]c2ncc(I)cc12
CO.N#Cc1cccnc1Cl	COc1ncccc1C#N
BrBr.COc1ncccc1C#N	COc1ncc(Br)cc1C#N
COc1ncc(Br)cc1C#N.NN	Nc1n[nH]c2ncc(Br)cc12
Cl.N#Cc1nc(I)cnc1N	N#Cc1nc(I)cnc1Cl
N#Cc1nc(I)cnc1Cl.NN	Nc1n[nH]c2ncc(I)nc12
CSc1nc(O)ccc1C#N.II	CSc1nc(O)c(I)cc1C#N
CSc1nc(N)ccc1C#N.II	CSc1nc(N)c(I)cc1C#N
COc1cncc(C#N)c1	N#Cc1cncc(O)c1
CCN=C=O.Nc1ccc(I)cn1	CCNC(=O)Nc1ccc(I)cn1
C1CCNC1.O=C(Cl)CCl	O=C(CCl)N1CCCC1
CC(=O)CS(C)(=O)=O.NN	CC(CS(C)(=O)=O)=NN
CI.O=c1[nH]sc2ccccc12	Cn1sc2ccccc2c1=O
COCCl.Oc1cccnc1F	COCOc1cccnc1F
BrBr.Oc1cccnc1F	Oc1ccc(Br)nc1F
C1CCOC1.CSC.c1ccncc1	CCN(C(C)C)C(C)C
COC(=O)CBr.c1c[nH]nn1	COC(=O)Cn1ccnn1
CC[O-].Clc1cc(I)ccn1	CCOc1ccnc(Cl)c1
Cc1[nH]c(C(N)=O)cc1I	Cc1[nH]c(C#N)cc1I
Cc1ncc(CO)c(C=O)c1O	Cc1ncc(CO)c(C=O)c1O
O=Cc1cc(Br)cc(Cl)c1Cl	OCc1cc(Br)cc(Cl)c1Cl
NC1CC1.OCc1ccccc1Br	Brc1ccccc1CNC1CC1
COCCBr.Cc1cc(O)ccc1Cl	COCCOc1ccc(Cl)c(C)c1
II.O=C1C=CC(F)(F)CC1	O=C1CCC(F)(F)C=C1I
Cn1cccn1.O=C1CCCCC1	Cn1nccc1C1(O)CCCCC1
Cn1nccc1C1(O)CCCCC1	Cn1nccc1C1=CCCCC1
COCCOCCl.c1cn[nH]c1	COCCOCn1cccn1
OCCCBr.Oc1ccc(Br)cc1	OCCCOc1ccc(Br)cc1
OC(CCCCl)c1ccc(Br)cc1	Brc1ccc(C2CCCO2)cc1
BrCCBr.Oc1ccc(Br)cc1	BrCCOc1ccc(Br)cc1
BrCCCBr.Oc1ccc(Br)cc1	BrCCCOc1ccc(Br)cc1
COCCBr.Oc1ccc(Br)cc1	COCCOc1ccc(Br)cc1
O=Cc1ccc(O)cc1.SCCS	Oc1ccc(C2SCCS2)cc1
COCc1ccccc1[N+](=O)[O-]	COCc1ccccc1N
CCOCC.N#Cc1ccc(F)nc1	CC(=O)c1ccc(F)nc1
COc1cnc(Cl)c2ccccc12	Oc1cnc(Cl)c2ccccc12
CCCCCCCCCCCCCCCCO	CCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCCO	CCCCCCCCCCCCCCCCC
COc1ccc2nc(N)sc2c1	COc1ccc(N)c(S)c1
O=Cc1ccc(O)cc1.OCCF	O=Cc1ccc(OCCF)cc1
Cc1ccc2nc(N)sc2c1	Cc1ccc(N)c(S)c1
C1COCCN1.OC[C@H]1CO1	OC[C@H](O)CN1CCOCC1
C1COCCN1.OC[C@@H]1CO1	OC[C@@H](O)CN1CCOCC1
CC[S-].Cn1cc(CCl)cn1	CCSCc1cnn(C)c1
CCOC(=O)C1CCC(=O)C1	CCOC(=O)C1CCC(O)C1
CCOC(=O)C1CC1C=O	CCOC(=O)C1CC1CO
COC(=O)C1(C(=O)O)CC1	COC(=O)C1(CO)CC1
COC(=O)C1CCCC(=O)C1	COC(=O)C1CCCC(O)C1
O=C(Cl)c1ncc(Br)cc1F	OCc1ncc(Br)cc1F
COCCBr.Oc1cccc(Br)c1	COCCOc1cccc(Br)c1
Nc1cc(CO)ccn1.O=CCCl	OCc1ccn2ccnc2c1
C#CC(=O)OC.CCCCN	C#CC(=O)NCCCC
C#CC(=O)OCC.CCCCN	C#CC(=O)NCCCC
COCCN.OB(O)c1ccccc1	COCCNc1ccccc1
CO.Nc1ccc(C(=O)O)nc1	COC(=O)c1ccc(N)cn1
CCc1cc(Br)ccc1N.[I-]	CCc1cc(Br)ccc1I
Cc1cc(Br)cc(C)c1N.[I-]	Cc1cc(Br)cc(C)c1I
OC1CCC=CCCC1	OC1CCC=CCCC1
C1=CCCC2OC2CC1	C1=CCCC2OC2CC1
CCCCCC(CCC)CNC.O=CO	CCCCCC(CCC)CN(C)C=O
COCCOCCBr.Oc1ccccc1	COCCOCCOc1ccccc1
CN(C)C(=N)N=C(N)N	CN(C)C(=N)NC(=N)N
C1COCCN1.O=C1CCOCC1	C1=C(N2CCOCC2)CCOC1
NS(=O)(=O)C1COCCC1=O	NS(=O)(=O)C1COCCC1O
ClI.Clc1cnc2[nH]ccc2c1	Clc1cnc2[nH]cc(I)c2c1
CC[O-].Nc1cccc(Cl)n1	CCOc1cccc(N)n1
C/C=C/c1cc(C)cc(N)n1	CCCc1cc(C)cc(N)n1
C=C(C)c1ccc(N)nc1OC	COc1nc(N)ccc1C(C)C
NC=O.Nc1cccnc1C(=O)O	Oc1ncnc2cccnc12
BrBr.Nc1ccc(Cl)nn1	Nc1nnc(Cl)cc1Br
Nc1c(Cl)ncnc1Cl.[SH-]	Nc1c(S)ncnc1Cl
CCOC(=O)CO.CN1CCNCC1	CN1CCN(C(=O)CO)CC1
C[O-].Nc1cncc(Cl)n1	COc1cncc(N)n1
C[O-].Nc1nccnc1Cl	COc1nccnc1N
CNC.Nc1ccnc(Cl)n1	CN(C)c1nccc(N)n1
CO.O=C(O)C1CCCN1	COC(=O)C1CCCN1
COC(=O)c1ccc(C=NO)s1	COC(=O)c1ccc(C#N)s1
COC(=O)c1ccnc(C#N)c1	N#Cc1cc(C(=O)O)ccn1
COC(=O)C(C)(C)C#N.NN	CC(C)(C#N)C(=O)NN
O=C1CCCC1.c1cocn1	OC1(c2ncco2)CCCC1
O=C1NC(=O)c2ccccc21	O=C1NC(=O)c2ccccc21
C#CC(C)(O)c1nccs1.CI	C#CC(C)(OC)c1nccs1
C=CC=O.c1c[nH]cn1	OC1CCn2ccnc21
Cn1cccc(O)c1=O	CN1CCCC(O)C1=O
C#CC1(O)CCc2cccnc21	C#CC(C)(O)c1ccccn1
CC(=O)CCl.c1cn[nH]c1	CC(=O)Cn1cccn1
CCOC(=O)c1ccccc1.NN	NNC(=O)c1ccccc1
Nc1ccc(Br)cc1N.O=N[O-]	Brc1ccc2nn[nH]c2c1
CNC.Clc1ncc(Br)cn1	CN(C)c1ncc(Br)cn1
CI.Clc1ncc2cc[nH]c2n1	Cn1ccc2cnc(Cl)nc21
Brc1ccc2cc[nH]c2n1.CI	Cn1ccc2ccc(Br)nc21
O=C(O)c1ccc(Cl)nc1Cl	OCc1ccc(Cl)nc1Cl
CNN.O=Cc1ccc(Cl)nc1Cl	Cn1cc2ccc(Cl)nc2n1
N#Cc1ccc(Br)cn1	NCc1ccc(Br)cn1
CC(=O)NCc1ccc(Br)cn1	Cc1ncc2ccc(Br)cn12
CC(=O)c1ccnc(Cl)c1	CC(O)c1ccnc(Cl)c1
C1CCOC1.O=Cc1cccnc1	c1cncc(C2CO2)c1
Fc1ccc(C=C(Br)Br)cc1	Fc1ccc(C#CBr)cc1
Clc1ccc(C=C(Br)Br)cc1	Clc1ccc(C#CBr)cc1
BrBr.Cc1ccc(O)cc1C	Cc1cc(O)c(Br)cc1C
O=Cc1cc(Br)cc(Br)c1O	OCc1cc(Br)cc(Br)c1O
ClCCBr.Ic1c[nH]cn1	ClCCn1cnc(I)c1
CNC(=O)c1ccc(Br)cc1F	CNC(=O)c1ccccc1F
CCCCC=C(C=O)CCC	CCCCCC(C=O)CCC
COc1cc(Br)cc2ncccc12	Oc1cc(Br)cc2ncccc12
COC(=O)Cc1ccc(C)nc1	Cc1ccc(CC(=O)O)cn1
NO.O=Cc1ccc(I)cc1	ON=Cc1ccc(I)cc1
C[S-].Nc1nc(Cl)ncc1F	CSc1ncc(F)c(N)n1
C#Cc1ccccc1NCCCl.CNC	C#Cc1ccccc1NCCN(C)C
COc1cc(Br)ccc1N.[I-]	COc1cc(Br)ccc1I
C#CCBr.CN1CCC(O)CC1	C#CCOC1CCN(C)CC1
Brc1ccc2[nH]ncc2c1.CCI	CCn1ncc2cc(Br)ccc21
O=C1COc2cc(Cl)ccc21	Clc1ccc2ccoc2c1
BrBr.Cc1cc2ccccc2[nH]1	Cc1cc2cc(Br)ccc2[nH]1
Brc1cnc2cc[nH]c2c1.NCl	Nn1ccc2ncc(Br)cc21
CC(C)(O)c1ccncc1Br	C=C(C)c1ccncc1Br
CI.OCc1ccncc1Br	COCc1ccncc1Br
Clc1ccncc1Br.OCC1CC1	Brc1cnccc1OCC1CC1
CN.ClCCn1cccc1	CNCCn1cccc1
BrCc1ccccc1Br.CC#N	N#CCCc1ccccc1Br
N#CCCc1ccccc1Br	NCCCc1ccccc1Br
CCOC=O.NCCc1ccccc1	O=CNCCc1ccccc1
O=CNCCc1ccccc1	CNCCc1ccccc1
N#CCc1ccccc1Br	NCCc1ccccc1Br
N#CCBr.Oc1ccccc1Br	N#CCOc1ccccc1Br
N#CCOc1ccccc1Br	NCCOc1ccccc1Br
II.[Li]CCCC.c1c[nH]nn1	C=Cn1nnc(C)c1I
Cn1ncc(I)c1C(=O)O	Cn1ncc(I)c1CO
CN(C)C=O.Cn1nccc1I	Cn1ncc(C=O)c1I
CN.COc1nc(C=O)ccc1Br	CNCc1ccc(Br)c(OC)n1
CCOC(=O)c1nc(CC)cs1	CCc1csc(CO)n1
C[S-].ClCc1ncc(Br)s1	CSCc1ncc(Br)s1
CSCCl.Cc1n[nH]c(C)c1Br	CSCn1nc(C)c(Br)c1C
C[Mg+].Cc1csc(C=O)n1	Cc1csc(C(C)O)n1
C[Mg+].N#Cc1ccc(Br)cn1	CC(N)c1ccc(Br)cn1
O=Cc1cc(F)c(F)c(F)c1	OCc1cc(F)c(F)c(F)c1
Cc1ccc(Br)c(F)c1.II	Cc1ccc(I)c(F)c1
CCCCCCC=O.OCCNCCO	CCCCCCCN(CCO)CCO
C#CCBr.OCCOCCOCCOCCO	C#CCOCCOCCOCCOCCO
CCOC(=O)c1cncnc1C	Cc1ncncc1C(=O)O
CCOC(=O)c1cnc(C)nc1C	Cc1ncc(C(=O)O)c(C)n1
CC(C)[Mg]Br.O=C1C=CCC1	CC(C)C1CCC(=O)C1
CCOC(=O)CN.COC=O	CCOC(=O)CNC=O
CC1C(=O)CCC1=O.CI	CC1(C)C(=O)CCC1=O
CC1(C)C(=NO)CCC1=NO	CC1(C)C(N)CCC1N
CC1(C)C(=O)CCC1O.NO	CC1(C)C(=NO)CCC1O
CC1(C)C(=NO)CCC1O	CC1(C)C(N)CCC1O
CC1(O)CCC(=NO)C1(C)C	CC1(O)CCC(N)C1(C)C
CI.N#CC1CCCC1=O	CC1(C#N)CCCC1=O
CCOC(=O)c1cc(CBr)on1	O=C(O)c1cc(CBr)on1
CCOCCl.Oc1cccnc1Br	CCOCOc1cccnc1Br
CCOCCl.Oc1ncccc1Br	CCOCOc1ncccc1Br
BrCCCCBr.N#CCc1ccccc1	N#CC1(c2ccccc2)CCCC1
O=CC1(c2ccccc2)CCCC1	OCC1(c2ccccc2)CCCC1
CO[Na].Cc1ccnc(Cl)c1	COc1cc(C)ccn1
N#Cc1ccc(Cl)c(N)c1	NCc1ccc(Cl)c(N)c1
BrCc1ccccc1.OCCCCCO	OCCCCCOCc1ccccc1
CCO.Cc1cccnc1C(=O)O	CCOC(=O)c1ncccc1C
COc1nccc(I)c1C=O	O=Cc1c(I)ccnc1O
CCOC(=O)Cl.NC(CO)CO	CCOC(=O)NC(CO)CO
O=Cc1cc(Br)ccc1O.OO	Oc1ccc(Br)cc1O
Cc1ncc(CBr)o1.[C-]#N	Cc1ncc(CC#N)o1
COc1ccc(C=CC#N)cc1OC	COc1ccc(CCCN)cc1OC
BrBr.Cc1ccc2ncccc2c1	Cc1ccc2ncc(Br)cc2c1
O=C(O)C1CCc2ccccc21	OCC1CCc2ccccc21
O=C(O)C1CCCc2ccccc21	OCC1CCCc2ccccc21
N#Cc1ccc(I)cc1.[OH-]	N#Cc1ccc(O)cc1
COc1ccc(I)cc1.[OH-]	COc1ccc(O)cc1
Cc1cc(C)cc(I)c1.[OH-]	Cc1cc(C)cc(O)c1
CC(=O)c1ccccc1Br.[OH-]	CC(=O)c1ccccc1O
Brc1ccc2ccccc2c1.[OH-]	Oc1ccc2ccccc2c1
ClCc1ccc(Cl)nn1.[C-]#N	N#CCc1ccc(Cl)nn1
Clc1ncc(Br)cn1.NCCN	NCCNc1ncc(Br)cn1
